store;id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable;url
spar;"6942526";S-BUDGET Bananen per kg;2023-01-09;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-12-18;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-12-17;1.19;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-11-20;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-11-18;1.19;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-03-28;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-03-25;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-02-22;1.49;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-02-21;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-02-19;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-01-24;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2022-01-12;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-12-20;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-12-18;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-11-29;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-11-27;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-06-28;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-06-26;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-05-02;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-04-30;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-04-05;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-04-02;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-02-08;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-02-06;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-01-19;1.39;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
spar;"6942526";S-BUDGET Bananen per kg;2021-01-05;1;true;1000;g;true;false;true;https://www.interspar.at/shop/lebensmittel/p/6942526;
